--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,WS,Draft Team,Round,Pick,Draft Year,College,From,To,Age,G,GS,AS,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
86,Derrick Favors,60.2,NJN,1,3,2010,Georgia Tech,2010-11,2021-22,19-30,790,503,0,60.2,113,104,31.7,28.5,.150,0.2,0.7,0.9,14.0,18.8,11.4,21.7,16.5,7.4,1.5,4.0,11.9,19.7,F-C,NJNNOPOKCUTA,favorde01
87,Donovan Mitchell,60.2,DEN,1,13,2017,Louisville,2017-18,2025-26,21-29,609,601,7,60.2,113,111,34.1,26.1,.140,3.6,0.1,3.6,29.4,20.3,2.7,11.4,7.1,23.9,2.0,0.8,11.0,31.5,G,CLEUTA,mitchdo01
88,Kemba Walker,59.8,CHA,1,9,2011,Connecticut,2011-12,2022-23,21-32,750,697,4,59.8,109,110,38.5,21.4,.116,3.2,-0.4,2.8,29.8,19.1,1.8,10.9,6.3,27.8,1.9,1.0,10.5,26.9,G,BOSCHACHODALNYK,walkeke02
89,Gerald Wallace,59.7,SAC,1,25,2001,Alabama,2001-02,2014-15,19-32,832,611,1,59.7,107,103,24.7,35.0,.116,0.3,1.5,1.8,23.5,16.3,5.3,17.9,11.5,11.7,2.6,2.1,14.1,19.5,F,BOSBRKCHANJNPORSAC,wallage01
90,Jason Richardson,59.1,GSW,1,5,2001,Michigan State,2001-02,2014-15,21-34,857,842,0,59.1,107,108,36.8,22.3,.097,1.7,-0.5,1.2,23.8,16.3,3.9,12.4,8.1,13.7,1.8,0.9,9.8,23.4,G,CHAGSWORLPHIPHO,richaja01
91,Mike Dunleavy,58.5,GSW,1,3,2002,Duke,2002-03,2016-17,22-36,986,585,0,58.5,109,107,33.1,25.5,.103,0.3,0.0,0.3,15.7,13.9,2.8,14.3,8.5,13.0,1.3,0.9,12.1,18.3,F-G,ATLCHICLEGSWINDMIL,dunlemi02
92,Bradley Beal,58.4,WAS,1,3,2012,Florida,2012-13,2025-26,19-32,807,758,3,58.4,110,113,38.1,20.3,.101,2.3,-0.9,1.4,23.7,18.0,2.8,10.3,6.5,20.5,1.6,1.0,11.3,27.0,G,LACPHOWAS,bealbr01
93,Mason Plumlee,58.4,NJN,1,22,2013,Duke,2013-14,2025-26,23-35,880,481,0,58.4,119,108,34.2,24.2,.148,-0.2,1.4,1.2,15.2,17.5,10.4,23.5,16.9,15.8,1.6,3.2,17.5,16.0,C-F,BRKCHODENDETLACPHOPORSAS,plumlma01
94,Khris Middleton,58.2,DET,2,39,2012,Texas A&M,2012-13,2025-26,21-34,839,721,3,58.2,111,111,33.6,24.6,.111,0.7,-0.2,0.5,15.7,16.4,2.3,14.3,8.5,19.7,1.8,0.5,12.7,23.3,F-G,DALDETMILWAS,middlkh01
95,Pascal Siakam,58.1,TOR,1,27,2016,New Mexico State,2016-17,2025-26,22-31,691,597,4,58.1,115,112,33.9,24.2,.129,1.7,0.1,1.8,21.0,18.5,5.3,18.3,11.7,18.2,1.4,1.7,10.2,24.5,F-C,INDTOR,siakapa01
96,Devin Booker,58.0,PHO,1,13,2015,Kentucky,2015-16,2025-26,19-29,737,712,5,58.0,113,116,43.1,14.9,.110,2.6,-1.4,1.2,20.2,19.0,2.1,10.9,6.5,25.7,1.2,0.7,12.5,30.3,G,PHO,bookede01
97,Klay Thompson,57.6,GSW,1,11,2011,Washington State,2011-12,2025-26,21-35,934,822,5,57.6,109,111,32.0,25.6,.094,1.6,-1.2,0.4,17.6,15.6,1.6,9.9,5.9,11.1,1.3,1.3,8.9,24.7,G-F,DALGSW,thompkl01
98,Julius Randle,56.9,LAL,1,7,2014,Kentucky,2014-15,2025-26,20-31,789,709,3,56.9,111,111,28.8,28.1,.108,1.2,-0.2,1.0,19.4,18.1,6.5,23.6,15.0,19.9,1.1,1.0,14.1,26.6,F-C,LALMINNOPNYK,randlju01
99,Goran Dragić,56.7,SAS,2,45,2008,,2008-09,2022-23,22-36,946,530,1,56.7,109,110,36.5,20.2,.106,1.1,-0.6,0.5,15.9,16.5,2.9,9.5,6.2,27.7,1.7,0.5,15.4,23.2,G,BRKCHIHOUMIAMILPHOTOR,dragigo01
100,Jeff Green,56.1,BOS,1,5,2007,Georgetown,2007-08,2025-26,21-39,1247,660,0,56.1,108,111,28.3,27.7,.080,-0.8,-0.7,-1.5,4.5,13.0,3.4,13.1,8.3,8.3,1.1,1.4,10.8,19.6,F,BOSBRKCLEDENHOULACMEMOKCORLSEAUTAWAS,greenje02
101,Michael Redd,55.9,MIL,2,43,2000,Ohio State,2000-01,2011-12,21-32,629,429,1,55.9,113,111,47.7,8.2,.134,3.7,-1.5,2.2,21.4,19.5,3.6,10.5,7.0,12.1,1.5,0.3,8.2,26.5,G,MILPHO,reddmi01
102,Ivica Zubac,55.5,LAL,2,32,2016,,2016-17,2025-26,19-28,632,498,0,55.5,126,110,34.3,21.2,.179,0.5,0.2,0.8,10.4,19.3,12.9,25.9,19.5,9.1,0.8,3.7,13.3,17.4,C,INDLACLAL,zubaciv01
103,Amir Johnson,55.3,DET,2,56,2005,,2005-06,2018-19,18-31,870,485,0,55.3,117,105,32.0,23.3,.145,-0.7,1.0,0.3,10.6,15.8,10.8,18.6,14.7,9.1,1.5,3.6,15.5,14.8,F-C,BOSDETPHITOR,johnsam01
104,CJ McCollum,54.9,POR,1,10,2013,Lehigh,2013-14,2025-26,22-34,863,750,0,54.9,112,115,37.3,17.6,.096,2.2,-1.1,1.1,21.5,17.2,2.2,10.1,6.2,19.6,1.4,1.2,9.3,26.2,G,ATLNOPPORWAS,mccolcj01
105,Devin Harris,54.9,WAS,1,5,2004,Wisconsin,2004-05,2018-19,21-35,985,448,1,54.9,109,109,35.1,19.8,.110,0.5,0.0,0.6,15.5,16.0,1.4,9.0,5.2,26.5,2.2,0.6,14.9,21.6,G,ATLDALDENNJNUTA,harride01
106,Mehmet Okur,54.7,DET,2,38,2001,,2002-03,2011-12,23-32,634,460,1,54.7,112,105,33.4,21.3,.142,1.5,-0.4,1.1,14.5,17.1,8.2,20.8,14.5,10.1,0.9,2.0,11.4,21.4,C-F,DETNJNUTA,okurme01
107,Jalen Brunson,54.2,DAL,2,33,2018,Villanova,2018-19,2025-26,22-29,561,411,3,54.2,121,116,40.9,13.3,.155,3.1,-0.6,2.4,18.8,19.2,1.7,10.1,5.9,28.3,1.2,0.3,10.1,26.2,G,DALNYK,brunsja01
108,Enes Freedom,52.8,UTA,1,3,2011,,2011-12,2021-22,19-29,748,259,0,52.8,116,108,36.0,16.8,.157,1.5,-1.7,-0.1,7.6,20.8,15.2,24.6,19.9,6.7,0.9,1.9,13.2,22.2,C,BOSNYKOKCPORUTA,kanteen01
109,Zaza Pachulia,52.7,ORL,2,42,2003,,2003-04,2018-19,19-34,1098,516,0,52.7,109,105,26.1,26.6,.114,-1.4,-0.1,-1.5,2.9,14.6,12.3,20.4,16.4,9.8,1.8,1.3,17.4,17.0,C,ATLDALDETGSWMILORL,pachuza01
110,Kirk Hinrich,52.5,CHI,1,7,2003,Kansas,2003-04,2015-16,23-35,879,665,0,52.5,105,105,21.8,30.6,.093,-0.7,0.7,0.0,13.3,12.8,1.3,9.5,5.4,25.7,1.9,0.7,14.8,18.2,G,ATLCHIWAS,hinriki01
111,Jeff Teague,52.4,ATL,1,19,2009,Wake Forest,2009-10,2020-21,21-32,826,600,1,52.4,109,108,31.4,21.0,.113,0.8,-0.3,0.6,14.3,16.8,1.4,8.7,5.1,32.3,2.1,1.0,16.4,22.2,G,ATLBOSINDMILMIN,teaguje01
112,Hassan Whiteside,52.0,SAC,2,33,2010,Marshall,2010-11,2021-22,21-32,511,332,0,52.0,116,101,26.0,26.0,.197,1.4,1.1,2.5,14.5,23.9,14.2,33.9,24.1,4.2,1.1,7.5,12.4,21.4,C,MIAPORSACUTA,whiteha01
113,Myles Turner,51.7,IND,1,11,2015,Texas,2015-16,2025-26,19-29,713,680,0,51.7,113,109,23.1,28.6,.122,-0.3,0.9,0.6,13.5,17.0,5.4,20.4,12.9,6.5,1.2,6.5,10.7,19.9,C-F,INDMIL,turnemy01
114,Boris Diaw,51.6,ATL,1,21,2003,,2003-04,2016-17,21-34,1064,564,0,51.6,106,107,23.3,28.3,.086,-0.3,0.5,0.1,15.5,12.9,5.2,13.3,9.3,19.7,1.2,1.3,18.5,16.3,F-C,ATLCHAPHOSASUTA,diawbo01
115,Gilbert Arenas,51.3,GSW,2,31,2001,Arizona,2001-02,2011-12,20-30,552,455,3,51.3,109,109,38.3,13.0,.127,3.1,-0.6,2.6,22.3,19.6,2.5,10.2,6.3,26.8,2.4,0.5,14.3,27.7,G,GSWMEMORLWAS,arenagi01
116,Samuel Dalembert,51.3,PHI,1,26,2001,Seton Hall,2001-02,2014-15,20-33,886,694,0,51.3,106,102,18.0,33.3,.114,-1.8,0.7,-1.1,4.6,15.4,12.2,25.3,18.7,3.4,1.1,5.6,17.2,15.5,C,DALHOUMILNYKPHISAC,dalemsa01
117,Josh Smith,51.0,ATL,1,17,2004,,2004-05,2017-18,19-32,894,772,0,51.0,100,103,8.7,42.3,.084,0.2,1.5,1.7,27.2,17.4,6.8,20.0,13.3,16.5,2.0,4.5,14.6,23.7,F,ATLDETHOULACNOP,smithjo03
118,Caron Butler,50.9,MIA,1,10,2002,Connecticut,2002-03,2015-16,22-35,881,732,2,50.9,105,108,26.6,24.3,.086,-0.1,-0.2,-0.2,12.6,15.0,4.4,13.6,9.0,12.3,2.2,0.6,11.8,21.7,F,DALDETLACLALMIAMILOKCSACWAS,butleca01
119,Andrew Bogut,50.6,MIL,1,1,2005,Utah,2005-06,2018-19,21-34,706,661,0,50.6,107,102,19.2,31.4,.122,-0.5,1.7,1.2,16.0,16.4,10.0,25.3,17.5,12.2,1.1,4.3,16.2,16.9,C,CLEDALGSWLALMIL,bogutan01
120,Dwight Powell,50.5,CHA,2,45,2014,Stanford,2014-15,2025-26,23-34,768,266,0,50.5,132,110,34.9,15.6,.180,-0.2,0.9,0.7,9.1,16.9,9.7,17.0,13.3,8.6,1.7,2.1,12.0,14.0,F-C,BOSDAL,poweldw01
121,Kristaps Porziņģis,50.4,NYK,1,4,2015,,2015-16,2025-26,20-30,533,523,1,50.4,115,109,28.2,22.2,.150,2.3,0.3,2.6,18.9,20.8,6.2,20.9,13.7,9.9,1.2,5.0,8.9,26.7,C-F,ATLBOSDALGSWNYKWAS,porzikr01
122,Greg Monroe,50.4,DET,1,7,2010,Georgetown,2010-11,2021-22,20-31,646,417,0,50.4,110,106,29.9,20.5,.137,1.5,-0.1,1.4,15.3,20.1,11.4,23.0,17.1,13.4,2.0,1.7,13.6,22.3,C-F,BOSDETMILMINPHIPHOTORUTAWAS,monrogr01
123,Troy Murphy,50.3,GSW,1,14,2001,Notre Dame,2001-02,2012-13,21-32,729,482,0,50.3,111,105,28.0,22.3,.121,0.4,-0.3,0.1,10.6,15.4,7.4,24.2,15.7,8.7,1.2,1.1,10.9,18.0,F-C,BOSDALGSWINDLALNJN,murphtr01
124,Aaron Gordon,50.1,ORL,1,4,2014,Arizona,2014-15,2025-26,19-30,756,655,0,50.1,114,112,28.6,21.5,.109,0.8,-0.4,0.4,13.4,16.0,6.6,16.8,11.7,13.6,1.2,1.8,10.8,20.2,F,DENORL,gordoaa01
125,Mikal Bridges,50.0,PHI,1,10,2018,Villanova,2018-19,2025-26,22-29,638,571,0,50.0,119,114,29.7,20.3,.113,0.6,0.4,0.9,15.8,14.5,3.0,10.2,6.6,12.3,1.7,1.6,8.9,17.7,F-G,BRKNYKPHO,bridgmi01
126,Darren Collison,49.9,NOH,1,21,2009,UCLA,2009-10,2021-22,22-34,711,518,0,49.9,112,110,34.4,15.5,.115,0.9,-0.4,0.5,13.4,16.2,1.8,8.3,5.1,26.5,2.0,0.4,15.0,19.6,G,DALINDLACLALNOHSAC,collida01
127,Robin Lopez,49.6,PHO,1,15,2008,Stanford,2008-09,2023-24,20-35,992,607,0,49.6,114,110,31.8,17.8,.114,-0.5,-0.6,-1.1,4.6,15.8,11.3,13.1,12.2,6.2,0.5,3.9,12.8,17.5,C,CHICLEMILNOHNYKORLPHOPORWAS,lopezro01
128,Tristan Thompson,49.3,CLE,1,4,2011,Texas,2011-12,2024-25,20-33,819,478,0,49.3,115,109,30.8,18.5,.116,-0.5,-1.2,-1.7,1.3,15.3,13.7,21.7,17.7,5.9,0.9,2.1,12.2,15.5,F-C,BOSCHICLEINDSAC,thomptr01
129,Danny Green,49.3,CLE,2,46,2009,North Carolina,2009-10,2023-24,22-36,832,709,0,49.3,109,104,17.0,32.3,.113,0.3,1.5,1.8,20.2,12.6,2.8,12.2,7.6,8.6,2.0,2.4,11.5,15.3,G-F,CLELALMEMPHISASTOR,greenda02
130,Kentavious Caldwell-Pope,49.2,DET,1,8,2013,Georgia,2013-14,2025-26,20-32,963,784,0,49.2,110,111,22.3,27.0,.084,-1.4,0.4,-1.0,7.2,11.6,2.1,9.0,5.5,9.0,1.9,0.8,9.3,16.3,G,DENDETLALMEMORLWAS,caldwke01
131,Ersan İlyasova,48.8,MIL,2,36,2005,,2006-07,2020-21,19-33,825,424,0,48.8,110,105,25.0,23.8,.124,0.2,-0.3,-0.1,9.0,15.4,8.0,19.2,13.6,7.7,1.5,1.2,9.3,19.9,F,ATLDETMILOKCORLPHIUTA,ilyaser01
132,Jakob Poeltl,48.5,TOR,1,9,2016,Utah,2016-17,2025-26,21-30,641,385,0,48.5,124,110,29.2,19.3,.161,0.2,1.0,1.3,11.9,18.9,12.8,21.1,16.8,11.8,1.4,4.7,14.6,15.8,C,SASTOR,poeltja01
133,Danny Granger,48.5,IND,1,17,2005,New Mexico,2005-06,2014-15,22-31,586,431,1,48.5,109,106,27.5,20.9,.126,1.8,0.0,1.8,17.7,16.9,4.1,13.4,8.7,10.3,1.5,1.9,11.1,23.8,F,INDLACMIA,grangda01
134,Jameer Nelson,48.3,DEN,1,20,2004,Saint Joseph's,2004-05,2017-18,22-35,878,639,1,48.3,107,109,27.7,20.6,.094,0.4,-0.5,-0.1,11.6,14.4,2.0,10.0,6.1,30.1,1.6,0.2,16.4,20.7,G,BOSDALDENDETNOPORL,nelsoja01
135,Kenyon Martin,48.0,NJN,1,1,2000,Cincinnati,2000-01,2014-15,23-37,757,667,1,48.0,101,101,11.9,36.1,.100,-1.0,1.1,0.1,12.1,15.0,6.5,19.1,12.8,10.6,2.0,2.8,12.7,20.2,F,DENLACMILNJNNYK,martike01
136,D.J. Augustin,47.7,CHA,1,9,2008,Texas,2008-09,2021-22,21-34,976,334,0,47.7,112,112,33.2,14.4,.100,0.5,-1.2,-0.7,7.6,14.0,1.4,7.5,4.4,26.1,1.3,0.1,14.7,19.1,G,CHACHIDENDETHOUINDLALMILOKCORLTOR,augusdj01
137,Jamal Murray,47.6,DEN,1,7,2016,Kentucky,2016-17,2025-26,19-28,611,537,1,47.6,116,115,33.1,14.5,.117,2.4,-1.1,1.4,16.5,17.7,2.5,10.7,6.7,23.4,1.5,1.0,11.1,25.1,G,DEN,murraja01
138,Jaylen Brown,47.5,BOS,1,3,2016,California,2016-17,2025-26,20-29,674,567,5,47.5,110,110,19.6,27.8,.109,0.9,-0.2,0.7,14.1,17.5,3.6,15.5,9.6,15.4,1.6,1.1,11.5,27.8,F-G,BOS,brownja02
139,Kelly Olynyk,47.1,DAL,1,13,2013,Gonzaga,2013-14,2025-26,22-34,842,283,0,47.1,114,109,25.0,22.2,.123,0.0,0.8,0.8,13.1,15.7,5.9,19.2,12.6,16.6,1.7,1.8,16.0,19.3,C-F,BOSDETHOUMIANOPSASTORUTA,olynyke01
140,DeMarcus Cousins,46.8,SAC,1,5,2010,Kentucky,2010-11,2021-22,20-31,654,561,4,46.8,104,104,18.0,28.7,.115,1.6,0.8,2.4,21.6,22.0,9.6,28.4,19.0,17.9,2.2,3.1,15.3,31.4,C-F,DENGSWHOULACMILNOPSAC,couside01
141,Derrick White,46.7,SAS,1,29,2017,Colorado,2017-18,2025-26,23-31,571,455,0,46.7,119,112,27.2,19.5,.134,1.5,0.9,2.4,18.4,15.9,2.5,11.3,7.0,20.7,1.5,2.9,11.0,19.5,G,BOSSAS,whitede01
142,Ryan Anderson,46.7,NJN,1,21,2008,California,2008-09,2019-20,20-31,649,289,0,46.7,115,109,34.3,12.4,.134,2.6,-1.5,1.0,12.8,16.5,8.5,14.9,11.7,5.8,1.0,1.0,7.8,20.9,F,HOUMIANJNNOHNOPORLPHO,anderry01
143,Anderson Varejão,46.4,ORL,2,30,2004,,2004-05,2020-21,22-38,632,209,0,46.4,114,102,22.1,24.3,.148,-0.6,0.9,0.3,8.8,15.6,11.5,23.3,17.4,7.7,1.9,2.1,12.3,14.5,F-C,CLEGSW,varejan01
144,J.R. Smith,46.3,NOH,1,18,2004,,2004-05,2019-20,19-34,977,395,0,46.3,106,109,24.3,22.0,.084,0.5,-0.3,0.2,14.7,13.9,2.2,11.3,6.7,13.1,1.9,0.6,10.4,21.7,G-F,CLEDENLALNOHNOKNYK,smithjr01
145,Eric Bledsoe,46.1,OKC,1,18,2010,Kentucky,2010-11,2021-22,21-32,756,568,0,46.1,107,108,22.2,23.9,.105,1.0,0.6,1.6,18.8,17.0,3.0,12.2,7.7,26.0,2.4,1.4,16.8,23.2,G,LACMILNOPPHO,bledser01
146,Luis Scola,45.7,SAS,2,56,2002,,2007-08,2016-17,27-36,743,505,0,45.7,106,105,21.0,24.6,.115,-0.6,-0.1,-0.7,6.4,16.3,8.0,21.5,14.8,11.0,1.3,0.9,11.9,22.3,F,BRKHOUINDPHOTOR,scolalu01
147,Isaiah Thomas,45.3,SAC,2,60,2011,Washington,2011-12,2023-24,22-34,556,362,2,45.3,113,112,38.4,7.0,.140,3.6,-1.5,2.1,16.1,19.6,2.0,7.5,4.7,28.7,1.5,0.3,12.8,27.2,G,BOSCHOCLEDALDENLALNOPPHOSACWAS,thomais02
148,Emeka Okafor,45.3,CHA,1,2,2004,Connecticut,2004-05,2017-18,22-35,616,603,0,45.3,106,103,17.5,27.8,.114,-0.5,-0.1,-0.6,6.8,17.0,11.8,25.1,18.3,4.7,1.1,4.1,12.5,18.9,C-F,CHANOHNOPWAS,okafoem01
149,Trae Young,44.7,DAL,1,5,2018,Oklahoma,2018-19,2025-26,20-27,498,498,4,44.7,115,118,37.6,7.1,.126,4.9,-2.2,2.6,19.7,21.3,1.9,9.1,5.5,44.6,1.4,0.4,16.2,31.8,G,ATLWAS,youngtr01
150,Derrick Rose,44.6,CHI,1,1,2008,Memphis,2008-09,2023-24,20-35,723,518,3,44.6,107,110,26.7,17.9,.097,2.3,-1.1,1.2,18.2,18.0,2.8,8.8,5.9,30.4,1.2,0.9,12.8,27.6,G,CHICLEDETMEMMINNYK,rosede01
151,Nick Collison,44.5,OKC,1,12,2003,Kansas,2004-05,2017-18,24-37,910,177,0,44.5,115,107,26.4,18.1,.115,-1.4,0.1,-1.3,3.1,13.2,11.1,17.9,14.5,7.6,1.2,1.9,15.7,13.4,F,OKCSEA,collini01
152,John Wall,44.5,WAS,1,1,2010,Kentucky,2010-11,2022-23,20-32,647,604,5,44.5,104,107,20.1,24.4,.094,2.3,-0.1,2.2,24.1,19.0,1.8,11.8,6.7,41.8,2.3,1.6,17.1,27.6,G,HOULACWAS,walljo01
153,Drew Gooden,43.9,MEM,1,4,2002,Kansas,2002-03,2015-16,21-34,790,500,0,43.9,105,104,18.9,25.0,.105,-0.5,-0.7,-1.2,4.3,16.3,10.6,21.7,16.1,7.6,1.4,1.8,12.1,21.6,F,CHICLEDALLACMEMMILORLSACSASWAS,goodedr01
154,Deandre Ayton,43.8,PHO,1,1,2018,Arizona,2018-19,2025-26,20-27,470,463,0,43.8,120,111,25.4,18.4,.148,0.9,-0.3,0.6,9.2,19.7,11.0,26.3,18.6,8.0,1.1,2.8,11.4,20.5,C,LALPHOPOR,aytonde01
155,Brendan Haywood,43.8,CLE,1,20,2001,North Carolina,2001-02,2014-15,22-35,816,549,0,43.8,112,106,24.7,19.1,.113,-1.2,-0.2,-1.4,2.9,14.6,12.6,17.5,15.0,3.8,0.9,4.6,14.6,14.2,C,CHACLEDALWAS,haywobr01
156,John Collins,43.8,ATL,1,19,2017,Wake Forest,2017-18,2025-26,20-28,541,466,0,43.8,121,114,30.2,13.6,.135,1.0,-0.5,0.5,10.0,18.5,8.1,21.1,14.6,7.8,1.1,3.0,10.8,20.7,F,ATLLACUTA,collijo01
157,JaVale McGee,43.7,WAS,1,18,2008,Nevada,2008-09,2023-24,21-36,909,343,0,43.7,112,104,21.0,22.7,.143,-0.7,0.6,0.0,7.3,19.6,12.4,22.3,17.3,4.2,1.2,6.9,13.3,20.0,C,CLEDALDENGSWLALPHIPHOSACWAS,mcgeeja01
158,P.J. Tucker,43.3,TOR,2,35,2006,Texas,2006-07,2024-25,21-39,886,667,0,43.3,111,110,18.5,24.9,.083,-1.7,0.7,-1.0,6.4,9.9,5.8,15.5,10.6,6.8,1.9,0.9,13.0,10.9,F,HOULACMIAMILNYKPHIPHOTOR,tuckepj01
159,Ed Davis,43.3,TOR,1,13,2010,North Carolina,2010-11,2021-22,21-32,722,106,0,43.3,119,105,25.2,18.1,.151,-0.6,0.4,-0.2,6.2,16.4,12.8,24.8,18.8,6.0,1.3,3.3,12.6,13.7,F,BRKCLELALMEMMINPORTORUTA,davised01
160,Jae Crowder,43.0,CLE,2,34,2012,Marquette,2012-13,2024-25,22-34,812,436,0,43.0,110,108,18.7,24.3,.102,-0.5,0.7,0.1,10.9,12.5,3.1,15.2,9.2,8.9,1.9,1.1,9.0,16.2,F,BOSCLEDALMEMMIAMILPHOSACUTA,crowdja01
161,Jared Dudley,43.0,CHA,1,22,2007,Boston College,2007-08,2020-21,22-35,904,286,0,43.0,114,109,27.8,15.2,.103,-0.1,0.3,0.2,11.0,12.5,4.6,11.4,8.0,10.2,1.8,0.6,11.7,14.4,F-G,BRKCHALACLALMILPHOWAS,dudleja01
162,Montrezl Harrell,42.9,HOU,2,32,2015,Louisville,2015-16,2022-23,22-29,515,36,0,42.9,125,109,30.5,12.4,.195,2.3,0.3,2.6,12.2,22.3,9.8,16.8,13.4,10.5,1.2,3.2,10.2,21.9,F-C,CHOHOULACLALPHIWAS,harremo01
163,Brandon Bass,42.8,NOH,2,33,2005,Louisiana State,2005-06,2016-17,20-31,758,283,0,42.8,111,106,23.9,18.9,.125,-0.6,-0.2,-0.8,5.1,15.3,8.0,16.0,12.0,6.1,0.9,2.2,10.9,18.4,F,BOSDALLACLALNOKORL,bassbr01
164,Matt Barnes,42.8,MEM,2,46,2002,UCLA,2003-04,2016-17,23-36,929,359,0,42.8,107,106,19.4,23.4,.093,-0.4,0.4,-0.1,10.7,12.7,5.6,16.4,11.1,11.4,1.7,1.6,14.3,16.6,F,GSWLACLALMEMNYKORLPHIPHOSAC,barnema02
165,Josh Hart,42.8,UTA,1,30,2017,Villanova,2017-18,2025-26,22-30,596,341,0,42.8,118,112,22.0,20.7,.113,-0.3,1.1,0.8,12.6,13.5,4.8,20.9,12.8,15.0,1.7,1.0,13.8,14.7,F-G,LALNOPNYKPOR,hartjo01
166,Ricky Rubio,42.3,MIN,1,5,2009,,2011-12,2022-23,21-32,698,603,0,42.3,107,108,18.2,24.1,.098,-0.3,0.9,0.5,13.3,15.4,2.3,13.1,7.7,36.4,2.9,0.4,19.3,19.4,G,CLEMINPHOUTA,rubiori01
167,Eric Gordon,42.1,LAC,1,7,2008,Indiana,2008-09,2025-26,20-37,931,665,0,42.1,109,115,30.1,12.0,.070,0.6,-1.3,-0.8,9.1,13.7,1.3,7.0,4.1,13.9,1.4,0.9,11.8,21.7,G-F,HOULACNOHNOPPHIPHO,gordoer01
168,Ty Lawson,42.1,MIN,1,18,2009,North Carolina,2009-10,2016-17,22-29,551,344,0,42.1,113,110,32.6,9.5,.126,2.0,-0.6,1.4,13.6,17.2,2.5,8.0,5.3,32.2,2.0,0.3,15.6,20.3,G,DENHOUINDSAC,lawsoty01
169,Monta Ellis,41.9,GSW,2,40,2005,,2005-06,2016-17,20-31,833,713,0,41.9,103,109,19.9,22.1,.069,0.0,-0.3,-0.3,12.4,16.0,1.9,9.1,5.5,21.6,2.4,0.8,13.6,24.9,G,DALGSWINDMIL,ellismo01
170,Kyle Anderson,41.3,SAS,1,30,2014,UCLA,2014-15,2025-26,21-32,757,313,0,41.3,114,107,15.3,26.0,.122,-0.8,2.5,1.7,15.1,14.1,4.1,17.7,10.9,17.8,2.3,2.5,13.8,14.6,F-G,GSWMEMMIAMINSASUTA,anderky01
171,Mitchell Robinson,41.0,NYK,2,36,2018,,2018-19,2025-26,20-27,397,215,0,41.0,141,107,25.1,15.9,.212,0.9,1.5,2.3,10.1,20.4,17.2,19.9,18.5,4.1,1.9,7.0,11.2,11.4,C,NYK,robinmi01
172,Jerami Grant,40.7,PHI,2,39,2014,Syracuse,2014-15,2025-26,20-31,776,472,0,40.7,112,113,21.7,18.9,.090,-0.2,-0.2,-0.4,8.7,14.0,3.2,12.2,7.6,9.2,1.2,3.1,10.1,20.1,F,DENDETOKCPHIPOR,grantje01
173,De'Aaron Fox,40.3,SAC,1,5,2017,Kentucky,2017-18,2025-26,20-28,603,589,2,40.3,111,115,23.9,16.5,.097,1.6,-0.6,1.0,15.1,18.5,2.0,11.1,6.5,29.2,2.0,1.1,12.4,28.0,G,SACSAS,foxde01
174,Patrick Beverley,40.2,LAL,2,42,2009,Arkansas,2012-13,2023-24,24-35,666,518,0,40.2,115,110,21.7,18.5,.109,-0.5,1.2,0.7,12.1,12.2,4.3,12.4,8.4,17.6,1.9,1.7,13.5,14.2,G,CHIHOULACLALMILMINPHI,beverpa01
175,Raymond Felton,40.2,CHA,1,5,2005,North Carolina,2005-06,2018-19,21-34,971,659,0,40.2,103,109,16.2,23.9,.067,-0.2,-0.4,-0.6,10.1,13.8,2.2,9.4,5.8,28.9,2.1,0.6,15.5,20.4,G,CHADALDENLACNYKOKCPOR,feltora01
176,Mo Williams,40.0,UTA,2,47,2003,Alabama,2003-04,2015-16,21-33,818,525,1,40.0,106,110,25.4,14.6,.080,0.8,-1.1,-0.3,10.0,15.0,2.0,9.1,5.5,28.1,1.6,0.4,15.5,22.8,G,CHOCLELACMILMINPORUTA,willima01
177,Marcus Morris,39.4,HOU,1,14,2011,Kansas,2011-12,2023-24,22-34,832,509,0,39.4,108,110,18.0,21.5,.086,-0.4,-0.4,-0.8,6.7,13.1,3.5,14.9,9.1,8.5,1.2,0.9,9.3,20.0,F,BOSCLEDETHOULACNYKPHIPHO,morrima03
178,Courtney Lee,39.3,ORL,1,22,2008,Western Kentucky,2008-09,2019-20,23-34,811,518,0,39.3,109,109,20.9,18.4,.086,-1.0,0.4,-0.6,7.9,12.2,1.9,9.1,5.5,9.6,1.9,0.8,9.7,16.1,G,BOSCHODALHOUMEMNJNNYKORL,leeco01
179,Thabo Sefolosha,39.3,PHI,1,13,2006,,2006-07,2019-20,22-35,869,475,0,39.3,106,103,10.8,28.5,.099,-1.4,2.0,0.6,12.4,11.4,3.8,15.2,9.6,9.2,2.5,1.5,14.0,12.7,G-F,ATLCHIHOUOKCUTA,sefolth01
180,Channing Frye,38.9,NYK,1,8,2005,Arizona,2005-06,2018-19,22-35,890,445,0,38.9,109,108,20.7,18.2,.094,-0.4,0.0,-0.4,8.0,13.3,4.5,18.6,11.6,6.8,1.2,2.1,9.9,18.0,C-F,CLELALNYKORLPHOPOR,fryech01
