--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,PTS,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
699,Jawun Evans,896,PHI,2,39,2017,Oklahoma State,2015-16,2016-17,54,52,7.4,117,106,5.6,1.8,.188,6.2,1.8,8.0,25.2,2.5,12.5,7.5,42.9,3.0,0.6,15.1,29.8,G,Oklahoma State,jawun-evans-1
700,Al-Farouq Aminu,892,LAC,1,8,2010,Wake Forest,2008-09,2009-10,62,60,8.3,105,91,3.9,4.4,.179,,,,24.4,14.6,20.5,17.6,9.1,2.6,4.5,17.9,27.5,F,Wake Forest,al-farouq-aminu-1
701,Brandon Bass,890,NOH,2,33,2005,Louisiana State,2003-04,2004-05,59,58,10.0,,,6.2,3.9,.198,,,,,,,16.1,5.5,,3.3,13.1,23.2,F,Louisiana State,brandon-bass-1
702,Rodney Hood,890,UTA,1,23,2014,Duke,2011-12,2013-14,67,62,7.8,119,107,5.8,2.0,.142,4.8,0.7,5.4,17.9,3.2,13.0,8.0,12.6,1.1,1.0,9.7,20.5,F,DukeMississippi State,rodney-hood-1
703,Jarell Martin,889,MEM,1,25,2015,Louisiana State,2013-14,2014-15,65,57,7.5,109,98,3.9,3.5,.150,2.7,1.4,4.1,19.3,8.6,15.3,12.1,8.9,1.9,2.1,15.4,22.8,F,Louisiana State,jarell-martin-1
704,Jalen McDaniels,886,CHA,2,52,2019,San Diego State,2017-18,2018-19,67,55,8.4,113,95,4.4,4.0,.180,2.9,2.2,5.1,21.9,8.7,23.1,16.0,12.1,2.0,2.2,13.1,24.2,F,San Diego State,jalen-mcdaniels-1
705,James Ennis,886,ATL,2,50,2013,Long Beach State,2011-12,2012-13,67,66,9.0,114,97,5.6,3.3,.172,4.4,2.4,6.9,22.4,6.1,14.7,10.4,15.6,3.2,3.5,18.9,21.5,G,Long Beach State,james-ennis-1
706,Darrell Arthur,884,NOH,1,27,2008,Kansas,2006-07,2007-08,78,46,10.6,,,4.1,6.5,.247,,,,,,,13.6,4.7,,5.6,14.0,26.0,F,Kansas,darrell-arthur-1
707,Devon Hall,884,OKC,2,53,2018,Virginia,2014-15,2017-18,128,89,11.7,112,95,5.2,6.5,.152,2.6,4.2,6.7,14.9,1.9,14.9,8.5,16.5,1.6,0.9,12.3,17.6,G,Virginia,devon-hall-1
708,Isaiah Whitehead,883,UTA,2,42,2016,Seton Hall,2014-15,2015-16,56,52,5.3,101,99,2.4,2.9,.124,4.5,2.3,6.9,18.8,2.6,10.5,6.6,31.6,2.4,3.7,17.9,30.8,G,Seton Hall,isaiah-whitehead-1
709,De'Andre Hunter,882,LAL,1,4,2019,Virginia,2017-18,2018-19,71,38,11.0,123,93,6.8,4.2,.234,6.7,3.8,10.5,24.0,6.3,14.0,10.3,12.6,1.4,2.5,10.2,24.7,G,Virginia,deandre-hunter-1
710,Dexter Pittman,882,MIA,2,32,2010,Texas,2006-07,2009-10,134,59,10.8,117,93,5.8,5.1,.266,,,,27.6,16.6,15.3,17.1,4.9,1.0,6.6,16.9,25.2,C,Texas,dexter-pittman-1
711,Jordan Farmar,881,LAL,1,26,2006,UCLA,2004-05,2005-06,66,66,6.5,,,3.3,3.2,.122,,,,,,,5.7,33.9,,0.4,22.9,26.3,G,UCLA,jordan-farmar-1
712,David Noel III,880,MIL,2,39,2006,North Carolina,2002-03,2005-06,127,51,10.5,,,4.9,5.6,.142,,,,,,,10.3,14.6,,1.3,22.6,15.3,G,North Carolina,david-noel-1
713,Jaden Ivey,880,DET,1,5,2022,Purdue,2020-21,2021-22,59,46,7.0,112,102,4.8,2.2,.166,5.3,1.8,7.1,21.1,3.1,14.0,8.8,18.2,1.8,2.6,13.6,28.1,G,Purdue,jaden-ivey-1
714,Trae Young,876,DAL,1,5,2018,Oklahoma,2017-18,2017-18,32,32,5.7,115,108,4.6,1.1,.201,9.7,1.3,11.1,28.3,1.3,10.0,5.8,48.6,2.5,0.7,18.2,37.1,G,Oklahoma,trae-young-1
715,Mamadou N'Diaye,875,DEN,1,26,2000,Auburn,1996-97,1999-00,128,107,21.1,,,3.9,17.2,.303,,,,,,,15.2,5.9,2.3,10.6,23.6,,C,Auburn,mamadou-ndiaye-1
716,Terry Rozier,874,BOS,1,16,2015,Louisville,2013-14,2014-15,73,45,9.5,111,90,4.5,4.9,.193,4.2,4.4,8.7,20.6,4.0,13.9,8.9,18.6,3.4,0.4,10.5,24.7,G,Louisville,terry-rozier-1
717,Jordan Williams,873,NJN,2,36,2011,Maryland,2009-10,2010-11,66,64,9.3,114,90,4.9,4.4,.197,4.3,2.0,6.3,23.2,12.8,24.8,19.0,2.8,1.4,3.9,9.4,22.5,F,Maryland,jordan-williams-1
718,Justin Anderson,873,DAL,1,21,2015,Virginia,2012-13,2014-15,98,44,10.8,111,91,5.2,5.5,.182,4.3,4.3,8.7,19.5,4.2,13.9,9.2,16.5,1.7,4.3,13.6,22.3,G,Virginia,justin-anderson-1
719,Derrick Zimmerman,870,GSW,2,40,2003,Mississippi State,1999-00,2002-03,127,71,12.0,,,3.6,8.5,.146,,,,,,,,,,,28.7,,G,Mississippi State,derrick-zimmerman-1
720,Donte DiVincenzo,870,MIL,1,17,2018,Villanova,2015-16,2017-18,85,12,9.2,118,100,5.5,3.7,.170,4.7,3.1,7.8,18.7,5.6,13.2,9.6,16.2,2.1,0.9,15.7,20.9,G,Villanova,donte-divincenzo-1
721,Rudy Gay Jr,870,HOU,1,8,2006,Connecticut,2004-05,2005-06,64,59,9.1,,,3.2,5.9,.191,,,,,,,10.8,12.6,,3.2,15.0,25.2,F,Connecticut,rudy-gay-1
722,Reggie Perry,868,LAC,2,57,2020,Mississippi State,2018-19,2019-20,65,49,8.4,116,100,5.7,2.7,.189,4.6,1.3,6.0,24.7,12.8,24.0,18.6,11.1,1.5,3.8,15.8,25.1,F,Mississippi State,reggie-perry-2
723,Willie Warren,868,LAC,2,54,2010,Oklahoma,2008-09,2009-10,57,53,6.3,104,111,4.8,1.4,.139,,,,19.0,2.3,9.5,4.7,22.3,1.8,0.1,17.9,24.8,G,Oklahoma,willie-warren-1
724,Ekpe Udoh,867,GSW,1,6,2010,Baylor,2006-07,2009-10,103,67,10.8,114,93,3.7,7.1,.154,,,,24.9,12.9,17.7,13.4,10.9,1.4,9.2,15.1,18.3,C,BaylorMichigan,ekpe-udoh-1
725,Michael Beasley,866,MIA,1,2,2008,Kansas State,2007-08,2007-08,33,33,10.7,,,5.4,5.4,.413,,,,,,,21.3,9.3,,3.7,11.8,35.0,F,Kansas State,michael-beasley-1
726,Jalen Smith,865,PHO,1,10,2020,Maryland,2018-19,2019-20,64,64,9.9,121,94,6.1,3.9,.215,6.2,3.4,9.6,26.0,11.9,21.2,16.7,6.5,1.2,6.7,11.4,22.8,F,Maryland,jalen-smith-1
727,Kyle Anderson,865,SAS,1,30,2014,UCLA,2012-13,2013-14,71,70,9.3,109,94,4.6,4.8,.167,4.8,4.4,9.2,22.6,6.1,25.3,15.9,28.0,3.2,2.8,18.4,22.2,G,UCLA,kyle-anderson-3
728,Jake Voskuhl,863,CHI,2,33,2000,Connecticut,1996-97,1999-00,138,135,18.2,,,5.0,13.3,.238,,,,,,,,,,,23.1,,C,Connecticut,jake-voskuhl-1
729,Mike Miller,862,ORL,1,5,2000,Florida,1998-99,1999-00,65,56,8.4,,,5.0,3.4,.194,,,,,,,,,,,16.0,,F,Florida,mike-miller-1
730,Perry Jones,862,OKC,1,28,2012,Baylor,2010-11,2011-12,63,62,8.2,113,98,5.0,3.2,.162,3.3,1.3,4.6,20.5,10.4,17.8,14.2,8.3,1.3,2.6,13.9,22.4,F,Baylor,perry-jones-1
731,Glen Rice Jr.,861,PHI,2,35,2013,Georgia Tech,2009-10,2011-12,87,44,7.6,104,95,3.6,4.0,.141,4.3,2.3,6.6,19.3,7.5,15.6,11.4,18.8,3.0,2.4,16.4,23.0,G,Georgia Tech,glen-rice-jr-1
732,Ivan Rabb,860,ORL,2,35,2017,California,2015-16,2016-17,65,64,9.7,117,93,5.2,4.5,.195,3.8,3.5,7.3,22.9,10.9,23.6,17.4,8.8,1.2,3.7,13.9,21.9,F,California,ivan-rabb-1
733,R.J. Barrett,860,NYK,1,3,2019,Duke,2018-19,2018-19,38,38,6.5,110,96,3.8,2.7,.194,6.5,2.1,8.6,23.3,4.8,17.2,11.2,23.5,1.4,1.2,13.2,32.2,F,Duke,rj-barrett-1
734,Chris Porter,859,GSW,2,55,2000,Auburn,1998-99,1999-00,56,54,10.2,,,2.6,7.6,.251,,,,,,,14.5,7.4,4.1,1.6,13.0,27.1,F,Auburn,chris-porter-1
735,John Collins,859,ATL,1,19,2017,Wake Forest,2015-16,2016-17,64,34,7.1,125,106,5.7,1.4,.215,6.7,0.7,7.4,31.2,15.2,22.6,18.9,4.1,1.3,6.0,11.9,27.8,F,Wake Forest,john-collins-1
736,Taylor Griffin,854,PHO,2,48,2009,Oklahoma,2005-06,2008-09,129,78,10.7,,,3.1,7.7,.149,,,,,,,12.5,8.8,,2.6,18.5,17.3,F,Oklahoma,taylor-griffin-1
737,T.J. Ford,853,MIL,1,8,2003,Texas,2001-02,2002-03,66,66,7.4,,,2.0,5.3,.135,,,,,,,6.4,44.6,,0.3,21.8,21.7,G,Texas,tj-ford-1
738,Gorgui Dieng,851,UTA,1,21,2013,Louisville,2010-11,2012-13,102,81,13.2,112,85,5.4,7.8,.190,2.9,6.3,9.2,22.0,12.4,20.9,16.6,9.0,2.2,10.6,18.1,16.4,C,Louisville,gorgui-dieng-1
739,Jamaal Tinsley,850,MEM,1,27,2001,Iowa State,1999-00,2000-01,68,68,8.4,,,1.1,7.3,.152,,,,,,,,,,,23.4,,G,Iowa State,jamaal-tinsley-1
740,Ramon Sessions,850,MIL,2,56,2007,Nevada,2004-05,2006-07,97,94,7.2,,,1.3,5.9,.102,,,,,,,8.2,31.0,,0.3,22.2,19.9,G,Nevada,ramon-sessions-1
741,Brook Lopez,849,NJN,1,10,2008,Stanford,2006-07,2007-08,53,43,7.9,,,2.9,5.0,.213,,,,,,,14.6,9.7,,4.9,12.3,31.4,F,Stanford,brook-lopez-1
742,Cedric Coward,849,POR,1,11,2025,Washington State,2022-23,2024-25,72,40,8.9,129,104,6.1,2.7,.185,4.1,0.6,4.8,22.9,7.7,19.6,14.1,13.5,1.9,3.7,16.0,19.3,F,Eastern WashingtonWashington State,cedric-coward-1
743,Darnell Jackson,848,MIA,2,52,2008,Kansas,2004-05,2007-08,125,39,11.9,,,5.6,6.3,.229,,,,,,,17.3,3.8,,1.8,15.3,18.6,F,Kansas,darnell-jackson-1
744,Terrence Ross,847,TOR,1,8,2012,Washington,2010-11,2011-12,69,39,7.4,115,98,4.7,2.7,.176,4.8,2.6,7.5,21.1,4.9,16.8,10.6,9.4,2.1,2.6,11.0,23.8,G,Washington,terrence-ross-1
745,Davion Mitchell,843,SAC,1,9,2021,Baylor,2017-18,2020-21,94,60,9.4,111,98,5.0,4.4,.148,2.2,3.4,5.6,15.3,1.5,7.7,4.5,23.5,2.7,1.0,19.1,18.0,G,AuburnBaylor,davion-mitchell-1
746,Willie Cauley-Stein,843,SAC,1,6,2015,Kentucky,2012-13,2014-15,105,70,12.8,117,87,5.7,7.1,.198,4.3,6.4,10.7,23.3,11.9,17.3,14.7,7.0,2.7,9.2,14.9,16.9,F,Kentucky,willie-cauley-stein-1
747,Thomas Bryant,842,UTA,2,42,2017,Indiana,2015-16,2016-17,69,69,8.2,122,101,5.5,2.7,.188,4.5,2.4,6.8,23.9,10.4,18.0,14.4,9.0,1.4,5.0,17.3,22.1,C,Indiana,thomas-bryant-1
748,Mo Williams,838,UTA,2,47,2003,Alabama,2001-02,2002-03,64,64,7.2,,,3.0,4.2,.133,,,,,,,6.2,24.4,,0.4,19.1,24.8,G,Alabama,mo-williams-1
749,Jackson Vroman,834,CHI,2,31,2004,Iowa State,2002-03,2003-04,63,62,8.7,,,3.8,4.9,.180,,,,,,,17.1,15.1,,1.5,19.2,24.1,F,Iowa State,jackson-vroman-1
750,Daniel Hamilton,831,DEN,2,56,2016,Connecticut,2014-15,2015-16,71,71,8.1,101,91,2.8,5.4,.145,3.1,3.3,6.4,18.5,3.9,25.6,15.4,27.8,2.0,1.4,16.1,25.0,G,Connecticut,daniel-hamilton-1
751,Collin Murray-Boyles,830,TOR,1,9,2025,South Carolina,2023-24,2024-25,60,51,8.2,121,100,5.2,3.0,.204,6.5,4.7,11.3,27.3,10.1,21.3,15.7,19.6,2.8,4.7,14.4,25.0,F,South Carolina,collin-murray-boyles-1
752,Johnny Davis,830,WAS,1,10,2022,Wisconsin,2020-21,2021-22,62,31,6.6,104,96,3.2,3.4,.146,3.7,3.5,7.2,20.3,4.7,20.1,12.2,12.5,2.3,2.4,11.6,26.4,G,Wisconsin,jonathan-davis-3
753,Sasha Kaun,830,OKC,2,56,2008,Kansas,2004-05,2007-08,135,65,11.8,,,3.9,7.9,.212,,,,,,,13.5,3.8,,4.7,12.7,18.6,C,Kansas,sasha-kaun-1
754,Tyler Lydon,823,UTA,1,24,2017,Syracuse,2015-16,2016-17,71,34,9.5,121,100,5.6,3.9,.162,4.1,3.2,7.4,20.3,7.2,17.9,12.7,9.3,2.0,5.8,13.4,17.3,F,Syracuse,tyler-lydon-1
755,Otto Porter,822,WAS,1,3,2013,Georgetown,2011-12,2012-13,64,38,12.0,122,88,6.8,5.3,.231,6.3,4.9,11.2,24.4,7.7,20.3,14.2,14.9,2.9,3.1,10.8,20.9,F,Georgetown,otto-porter-1
756,Derrick Caracter,816,LAL,2,58,2010,UTEP,2006-07,2009-10,80,37,8.6,106,88,3.9,4.7,.222,,,,23.9,12.0,21.7,16.1,7.6,2.1,3.7,19.5,27.2,F,LouisvilleUTEP,derrick-caracter-1
757,Tyler Ulis,815,PHO,2,34,2016,Kentucky,2014-15,2015-16,72,35,11.3,127,98,7.5,3.8,.208,6.3,3.5,9.9,20.6,2.0,6.8,4.5,31.4,2.5,0.3,12.9,19.3,G,Kentucky,tyler-ulis-1
758,Jordan Bell,814,CHI,2,38,2017,Oregon,2014-15,2016-17,105,62,11.4,117,92,5.3,6.1,.176,3.2,5.5,8.7,22.5,10.5,21.0,16.0,10.8,2.5,9.5,19.8,15.9,F,Oregon,jordan-bell-1
759,Raymond Spalding,813,PHI,2,56,2018,Louisville,2015-16,2017-18,100,48,9.7,113,92,4.4,5.3,.179,2.8,4.6,7.4,21.9,12.0,20.1,16.1,7.9,2.8,5.5,15.5,19.4,F,Louisville,raymond-spalding-1
760,Tre Jones,809,SAS,2,41,2020,Duke,2018-19,2019-20,65,65,9.5,114,96,5.2,4.3,.168,3.6,3.7,7.3,18.0,2.5,9.5,6.1,27.4,2.9,0.7,14.1,19.2,G,Duke,tre-jones-1
761,Kenny Satterfield,808,DAL,2,54,2001,Cincinnati,1999-00,2000-01,68,48,8.0,,,2.5,5.5,.150,,,,,,,,,,,21.9,,G,Cincinnati,kenny-satterfield-1
762,Chris Duarte,806,IND,1,13,2021,Oregon,2019-20,2020-21,54,54,8.2,117,98,5.4,2.8,.190,6.8,3.1,9.9,23.9,4.4,15.1,9.9,13.2,3.4,2.5,13.1,23.8,G,Oregon,chris-duarte-1
763,Robert Archibald,802,MEM,2,32,2002,Illinois,1998-99,2001-02,130,61,11.5,,,5.5,6.0,.218,,,,,,,,,,,23.7,,C,Illinois,robert-archibald-1
764,Andrew Harrison,798,PHO,2,44,2015,Kentucky,2013-14,2014-15,79,78,8.3,110,99,4.3,3.9,.147,2.4,2.6,5.0,14.9,2.4,8.1,5.4,24.8,1.7,0.8,18.3,21.3,G,Kentucky,andrew-harrison-1
765,Joe Johnson,795,BOS,1,10,2001,Arkansas,1999-00,2000-01,53,41,7.3,,,3.3,4.0,.182,,,,,,,,,,,15.3,,F,Arkansas,joe-johnson-1
766,Saddiq Bey,795,NJN,1,19,2020,Villanova,2018-19,2019-20,67,60,8.5,122,103,5.9,2.6,.161,4.9,1.9,6.8,18.6,6.4,11.8,9.1,11.7,1.6,1.2,10.0,18.5,F,Villanova,saddiq-bey-1
767,Patrick McCaw,793,MIL,2,38,2016,UNLV,2014-15,2015-16,65,48,7.6,111,97,3.9,3.7,.148,3.1,2.8,5.9,18.7,3.3,10.8,7.2,20.7,3.6,1.1,15.2,20.0,G,UNLV,patrick-mccaw-1
768,Wade Baldwin IV,792,MEM,1,17,2016,Vanderbilt,2014-15,2015-16,68,54,8.9,115,98,5.3,3.5,.176,3.8,3.0,6.8,19.9,1.9,13.0,7.9,32.4,2.7,0.7,18.7,22.0,G,Vanderbilt,wade-baldwin-1
769,Jericho Sims,790,NYK,2,58,2021,Texas,2017-18,2020-21,119,77,9.0,113,97,4.5,4.5,.148,1.7,3.0,4.6,18.3,10.0,20.3,15.2,4.2,1.2,4.0,17.9,16.4,F,Texas,jericho-sims-1
770,Isaiah Roby,786,DET,2,45,2019,Nebraska,2016-17,2018-19,97,52,7.8,107,97,3.4,4.4,.134,1.8,4.0,5.9,18.6,7.3,17.6,12.5,12.2,2.0,6.7,17.9,18.9,F,Nebraska,isaiah-roby-1
771,Jason Collins,785,HOU,1,18,2001,Stanford,1997-98,2000-01,73,45,12.6,,,6.4,6.2,.314,,,,,,,,,,,15.5,,C,Stanford,jason-collins-1
772,Filip Petrusev,783,PHI,2,50,2021,Gonzaga,2018-19,2019-20,65,33,7.9,122,93,5.2,2.6,.258,5.1,1.4,6.5,28.8,9.9,21.6,16.1,8.5,1.1,3.3,12.2,28.7,F,Gonzaga,filip-petrusev-1
773,Kevin Huerter,779,ATL,1,19,2018,Maryland,2016-17,2017-18,65,65,7.8,116,101,4.6,3.2,.150,5.0,2.7,7.7,17.7,3.2,14.3,9.1,19.1,1.5,2.2,16.3,19.3,G,Maryland,kevin-huerter-1
774,Austin Daye,778,DET,1,15,2009,Gonzaga,2007-08,2008-09,67,34,10.3,,,4.1,6.2,.274,,,,,,,14.6,9.1,,6.2,16.0,27.1,F,Gonzaga,austin-daye-1
775,Carmelo Anthony,778,DEN,1,3,2003,Syracuse,2002-03,2002-03,35,35,5.8,,,2.7,3.1,.183,,,,,,,14.0,11.9,,1.5,9.6,29.3,F,Syracuse,carmelo-anthony-1
776,Chris Taft,778,GSW,2,42,2005,Pittsburgh,2003-04,2004-05,65,53,11.4,,,4.5,6.9,.269,,,,,,,17.3,9.4,,4.8,11.9,23.8,F,Pittsburgh,chris-taft-1
777,Devin Ebanks,775,LAL,2,43,2010,West Virginia,2008-09,2009-10,69,65,9.8,112,96,3.9,5.9,.177,,,,19.7,9.5,18.0,14.1,16.0,1.9,2.1,16.2,19.8,F,West Virginia,devin-ebanks-1
778,Rondae Hollis-Jefferson,774,POR,1,23,2015,Arizona,2013-14,2014-15,76,31,10.8,118,89,5.3,5.5,.211,3.8,5.2,9.0,21.1,9.7,18.0,14.0,10.5,2.1,3.8,13.0,20.2,F,Arizona,rondae-hollis-jefferson-1
779,Jaylen Hands,773,LAC,2,56,2019,UCLA,2017-18,2018-19,64,48,5.0,106,106,3.1,1.9,.109,3.0,1.0,4.0,17.1,1.9,12.0,7.2,28.8,2.2,0.6,18.3,23.4,G,UCLA,jaylen-hands-1
780,Nick Richards,771,NOH,2,42,2020,Kentucky,2017-18,2019-20,105,70,9.6,126,96,6.0,3.6,.201,3.4,3.1,6.5,23.0,12.8,18.7,16.0,2.3,0.3,8.7,14.7,18.2,F,Kentucky,nick-richards-2
781,Renaldo Balkman,771,NYK,1,20,2006,South Carolina,2003-04,2005-06,104,40,11.7,,,4.3,7.4,.213,,,,,,,15.0,16.6,,3.8,20.2,20.5,F,South Carolina,renaldo-balkman-1
782,Bruno Fernando,770,PHI,2,34,2019,Maryland,2017-18,2018-19,64,53,8.3,116,93,4.5,3.8,.197,3.8,4.3,8.1,25.1,10.8,26.3,19.1,11.4,1.2,6.6,19.7,23.1,F,Maryland,bruno-fernando-1
783,Jabari Smith,767,SAC,2,45,2000,Louisiana State,1998-99,1999-00,61,58,8.7,,,4.8,3.9,.196,,,,,,,,,,,21.8,,C,Louisiana State,jabari-smith-1
784,Bryan Bracey,766,SAS,2,58,2001,Oregon,1999-00,2000-01,58,27,6.2,,,4.6,1.6,.184,,,,,,,,,,,14.5,,F,Oregon,bryan-bracey-1
785,Dajuan Wagner,762,CLE,1,6,2002,Memphis,2001-02,2001-02,36,35,4.1,,,1.7,2.4,.143,,,,,,,,,,,12.2,,G,Memphis,dajuan-wagner-1
786,Maxwell Lewis,761,DEN,2,40,2023,Pepperdine,2021-22,2022-23,52,33,3.2,102,107,2.0,1.2,.093,1.8,0.1,2.0,18.7,4.7,14.8,9.8,16.3,2.0,2.6,18.0,29.1,F,Pepperdine,maxwell-lewis-1
787,Wilson Chandler,761,NYK,1,23,2007,DePaul,2005-06,2006-07,59,52,5.5,,,1.6,3.9,.119,,,,,,,14.1,7.0,,3.7,12.3,23.2,F,DePaul,wilson-chandler-1
788,Shane Larkin,760,ATL,1,18,2013,Miami (FL),2011-12,2012-13,68,54,8.5,112,98,5.1,3.3,.159,3.4,3.5,6.8,19.4,2.0,10.7,6.3,23.4,3.5,0.3,17.5,20.4,G,Miami (FL),shane-larkin-1
789,Donovan Mitchell,758,DEN,1,13,2017,Louisville,2015-16,2016-17,65,38,8.2,116,94,4.4,3.7,.194,4.6,5.1,9.7,20.5,4.7,13.2,8.9,15.9,3.3,1.3,10.8,23.3,G,Louisville,donovan-mitchell-1
790,Justin Hamilton,758,PHI,2,45,2012,Louisiana State,2008-09,2011-12,96,81,8.2,117,98,5.0,3.2,.157,3.8,2.1,5.9,20.8,12.6,15.7,13.7,4.8,1.2,4.4,13.4,18.4,C,Iowa StateLouisiana State,justin-hamilton-2
791,Miles McBride,756,OKC,2,36,2021,West Virginia,2019-20,2020-21,60,30,7.6,115,98,4.8,2.8,.181,5.3,3.8,9.1,20.6,3.2,9.3,6.1,23.9,3.1,1.7,11.6,23.0,G,West Virginia,miles-mcbride-1
792,Jordan Hawkins,755,NOH,1,14,2023,Connecticut,2021-22,2022-23,64,41,6.8,118,99,4.3,2.5,.183,4.9,1.6,6.4,18.1,3.8,10.9,7.4,7.8,1.4,2.0,10.2,24.7,G,Connecticut,jordan-hawkins-1
793,Tony Mitchell,755,DET,2,37,2013,North Texas,2011-12,2012-13,55,51,7.4,108,91,3.6,3.8,.174,2.4,2.3,4.7,24.3,8.9,26.5,17.3,8.1,1.7,9.4,17.9,23.2,F,North Texas,tony-mitchell-4
794,Elliot Williams,754,POR,1,22,2010,Memphis,2008-09,2009-10,68,46,6.6,117,101,4.3,2.4,.157,,,,23.6,2.7,11.3,7.3,18.5,2.4,0.3,16.4,23.6,G,DukeMemphis,elliot-williams-1
795,Malik Monk,754,CHA,1,11,2017,Kentucky,2016-17,2016-17,38,37,5.8,118,101,3.9,1.9,.189,6.5,2.5,9.0,21.5,1.1,7.3,4.2,13.3,1.6,1.5,10.4,27.2,G,Kentucky,malik-monk-1
796,Emoni Bates,751,CLE,2,49,2023,Eastern Michigan,2021-22,2022-23,48,42,2.5,100,111,1.7,0.8,.069,1.6,-2.3,-0.6,16.2,2.9,16.0,9.4,9.5,1.3,1.8,14.0,29.2,F,Eastern MichiganMemphis,emoni-bates-1
797,DeVon Hardin,749,OKC,2,50,2008,California,2004-05,2007-08,101,78,8.5,,,2.9,5.6,.154,,,,,,,18.2,5.3,,4.3,14.3,19.2,C,California,devon-hardin-1
798,Nah'Shon Hyland,746,DEN,1,26,2021,VCU,2019-20,2020-21,55,33,6.3,109,94,3.5,2.9,.181,4.8,2.4,7.1,21.1,1.2,13.8,7.7,17.4,3.0,1.1,14.8,27.4,G,VCU,nahshon-hyland-1
799,Zion Williamson,746,NOH,1,1,2019,Duke,2018-19,2018-19,33,33,8.3,133,87,5.5,2.8,.335,13.4,6.7,20.1,40.8,12.7,18.0,15.5,14.9,3.9,5.8,12.8,28.6,F,Duke,zion-williamson-1
800,Dominic McGuire,745,WAS,2,47,2007,Fresno State,2003-04,2006-07,86,59,8.2,,,1.4,6.8,.156,,,,,,,12.7,10.5,,4.1,21.7,21.3,G,CaliforniaFresno State,dominic-mcguire-1


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Stathead</a>: <a href="https://www.sports-reference.com/stathead/basketball/cbb/player-season-finder.cgi?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Found with Stathead. See Full Results.</a><br>Generated 5/5/2026.--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,PTS,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
801,Marcus Haislip,745,MIL,1,13,2002,Tennessee,1999-00,2001-02,89,25,7.6,,,4.4,3.1,.198,,,,,,,11.4,0.0,1.7,7.9,13.1,23.2,F,Tennessee,marcus-haislip-1
802,Jerome Moiso,742,BOS,1,11,2000,UCLA,1998-99,1999-00,62,51,6.8,,,2.4,4.5,.164,,,,,,,,,,,16.5,,F,UCLA,jerome-moiso-1
803,Josh McRoberts,742,POR,2,37,2007,Duke,2005-06,2006-07,69,63,10.3,,,4.0,6.2,.201,,,,,,,13.1,16.5,,4.4,17.0,19.1,F,Duke,josh-mcroberts-1
804,Julian Wright,738,NOH,1,13,2007,Kansas,2005-06,2006-07,71,52,10.8,,,3.7,7.1,.252,,,,,,,14.5,15.9,,3.8,19.2,22.8,F,Kansas,julian-wright-1
805,Mfiondu Kabengele,734,NJN,1,27,2019,Florida State,2017-18,2018-19,71,0,7.0,117,94,4.2,2.8,.214,4.5,2.8,7.4,26.3,12.6,20.2,16.5,3.4,1.6,7.5,11.6,26.9,F,Florida State,mfiondu-kabengele-1
806,Orien Greene,732,BOS,2,53,2005,Louisiana–Lafayette,2000-01,2004-05,104,58,8.2,,,2.3,5.9,.127,,,,,,,10.1,21.5,,0.9,23.9,21.2,G,FloridaLouisiana–Lafayette,orien-greene-1
807,Mouhamed Gueye,730,CHA,2,39,2023,Washington State,2021-22,2022-23,68,66,6.7,108,98,3.4,3.3,.147,2.1,2.2,4.2,19.7,11.3,18.1,14.6,10.1,1.9,3.6,13.8,23.0,F,Washington State,mouhamed-gueye-1
808,Tari Eason,727,HOU,1,17,2022,Louisiana State,2020-21,2021-22,56,12,7.0,111,87,3.6,3.4,.222,5.6,4.8,10.4,28.0,11.3,20.5,15.9,11.6,4.1,6.5,16.5,28.8,F,CincinnatiLouisiana State,tari-eason-1
809,Jonathan Mogbo,725,TOR,2,31,2024,San Francisco,2022-23,2023-24,64,62,9.9,124,92,5.6,4.3,.231,4.2,3.4,7.6,27.5,13.6,26.6,20.0,19.5,3.2,4.5,15.8,21.3,F,Missouri StateSan Francisco,jonathan-mogbo-1
810,Donovan Clingan,724,POR,1,7,2024,Connecticut,2022-23,2023-24,74,33,9.3,129,87,5.4,3.9,.286,7.5,6.1,13.6,34.1,16.2,25.7,21.2,11.1,1.6,12.6,10.7,24.8,C,Connecticut,donovan-clingan-1
811,J.P. Tokoto,722,PHI,2,58,2015,North Carolina,2012-13,2014-15,107,67,6.9,102,98,2.6,4.3,.115,1.9,4.3,6.3,15.9,7.1,14.3,10.8,20.8,3.1,1.6,19.7,18.3,F,North Carolina,jp-tokoto-1
