--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,PTS,STL%,BLK%,OBPM,DBPM,PER,ORB%,DRB%,TS%,3PAr,eFG%,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
Rk,Player,PTS,STL%,BLK%,OBPM,DBPM,PER,ORB%,DRB%,TS%,3PAr,eFG%,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
401,Shane Larkin,760,3.5,0.3,3.4,3.5,19.4,2.0,10.7,.566,.460,.524,ATL,1,18,2013,Miami (FL),2011-12,2012-13,68,54,8.5,112,98,5.1,3.3,.159,3.4,3.5,6.8,19.4,2.0,10.7,6.3,23.4,3.5,0.3,17.5,20.4,G,Miami (FL),shane-larkin-1
402,Donovan Mitchell,758,3.3,1.3,4.6,5.1,20.5,4.7,13.2,.532,.470,.495,DEN,1,13,2017,Louisville,2015-16,2016-17,65,38,8.2,116,94,4.4,3.7,.194,4.6,5.1,9.7,20.5,4.7,13.2,8.9,15.9,3.3,1.3,10.8,23.3,G,Louisville,donovan-mitchell-1
403,Justin Hamilton,758,1.2,4.4,3.8,2.1,20.8,12.6,15.7,.580,.022,.538,PHI,2,45,2012,Louisiana State,2008-09,2011-12,96,81,8.2,117,98,5.0,3.2,.157,3.8,2.1,5.9,20.8,12.6,15.7,13.7,4.8,1.2,4.4,13.4,18.4,C,Iowa StateLouisiana State,justin-hamilton-2
404,Miles McBride,756,3.1,1.7,5.3,3.8,20.6,3.2,9.3,.525,.307,.476,OKC,2,36,2021,West Virginia,2019-20,2020-21,60,30,7.6,115,98,4.8,2.8,.181,5.3,3.8,9.1,20.6,3.2,9.3,6.1,23.9,3.1,1.7,11.6,23.0,G,West Virginia,miles-mcbride-1
405,Jordan Hawkins,755,1.4,2.0,4.9,1.6,18.1,3.8,10.9,.564,.620,.512,NOH,1,14,2023,Connecticut,2021-22,2022-23,64,41,6.8,118,99,4.3,2.5,.183,4.9,1.6,6.4,18.1,3.8,10.9,7.4,7.8,1.4,2.0,10.2,24.7,G,Connecticut,jordan-hawkins-1
406,Tony Mitchell,755,1.7,9.4,2.4,2.3,24.3,8.9,26.5,.576,.268,.536,DET,2,37,2013,North Texas,2011-12,2012-13,55,51,7.4,108,91,3.6,3.8,.174,2.4,2.3,4.7,24.3,8.9,26.5,17.3,8.1,1.7,9.4,17.9,23.2,F,North Texas,tony-mitchell-4
407,Malik Monk,754,1.6,1.5,6.5,2.5,21.5,1.1,7.3,.586,.470,.543,CHA,1,11,2017,Kentucky,2016-17,2016-17,38,37,5.8,118,101,3.9,1.9,.189,6.5,2.5,9.0,21.5,1.1,7.3,4.2,13.3,1.6,1.5,10.4,27.2,G,Kentucky,malik-monk-1
408,Nah'Shon Hyland,746,3.0,1.1,4.8,2.4,21.1,1.2,13.8,.588,.580,.557,DEN,1,26,2021,VCU,2019-20,2020-21,55,33,6.3,109,94,3.5,2.9,.181,4.8,2.4,7.1,21.1,1.2,13.8,7.7,17.4,3.0,1.1,14.8,27.4,G,VCU,nahshon-hyland-1
409,Zion Williamson,746,3.9,5.8,13.4,6.7,40.8,12.7,18.0,.702,.163,.708,NOH,1,1,2019,Duke,2018-19,2018-19,33,33,8.3,133,87,5.5,2.8,.335,13.4,6.7,20.1,40.8,12.7,18.0,15.5,14.9,3.9,5.8,12.8,28.6,F,Duke,zion-williamson-1
410,Mfiondu Kabengele,734,1.6,7.5,4.5,2.8,26.3,12.6,20.2,.580,.182,.532,NJN,1,27,2019,Florida State,2017-18,2018-19,71,0,7.0,117,94,4.2,2.8,.214,4.5,2.8,7.4,26.3,12.6,20.2,16.5,3.4,1.6,7.5,11.6,26.9,F,Florida State,mfiondu-kabengele-1
411,Mouhamed Gueye,730,1.9,3.6,2.1,2.2,19.7,11.3,18.1,.523,.108,.504,CHA,2,39,2023,Washington State,2021-22,2022-23,68,66,6.7,108,98,3.4,3.3,.147,2.1,2.2,4.2,19.7,11.3,18.1,14.6,10.1,1.9,3.6,13.8,23.0,F,Washington State,mouhamed-gueye-1
412,Tari Eason,727,4.1,6.5,5.6,4.8,28.0,11.3,20.5,.585,.210,.538,HOU,1,17,2022,Louisiana State,2020-21,2021-22,56,12,7.0,111,87,3.6,3.4,.222,5.6,4.8,10.4,28.0,11.3,20.5,15.9,11.6,4.1,6.5,16.5,28.8,F,CincinnatiLouisiana State,tari-eason-1
413,Jonathan Mogbo,725,3.2,4.5,4.2,3.4,27.5,13.6,26.6,.618,.004,.619,TOR,2,31,2024,San Francisco,2022-23,2023-24,64,62,9.9,124,92,5.6,4.3,.231,4.2,3.4,7.6,27.5,13.6,26.6,20.0,19.5,3.2,4.5,15.8,21.3,F,Missouri StateSan Francisco,jonathan-mogbo-1
414,Donovan Clingan,724,1.6,12.6,7.5,6.1,34.1,16.2,25.7,.636,.019,.647,POR,1,7,2024,Connecticut,2022-23,2023-24,74,33,9.3,129,87,5.4,3.9,.286,7.5,6.1,13.6,34.1,16.2,25.7,21.2,11.1,1.6,12.6,10.7,24.8,C,Connecticut,donovan-clingan-1
415,J.P. Tokoto,722,3.1,1.6,1.9,4.3,15.9,7.1,14.3,.494,.128,.479,PHI,2,58,2015,North Carolina,2012-13,2014-15,107,67,6.9,102,98,2.6,4.3,.115,1.9,4.3,6.3,15.9,7.1,14.3,10.8,20.8,3.1,1.6,19.7,18.3,F,North Carolina,jp-tokoto-1
416,Jamal Murray,720,1.6,0.9,8.1,1.4,22.7,4.9,11.2,.590,.515,.559,DEN,1,7,2016,Kentucky,2015-16,2015-16,36,36,6.1,120,103,4.4,1.7,.193,8.1,1.4,9.5,22.7,4.9,11.2,8.2,12.1,1.6,0.9,12.1,27.3,G,Kentucky,jamal-murray-1
417,Jeremiah Robinson-Earl,719,1.9,1.9,3.8,2.6,20.5,8.9,22.4,.556,.260,.517,NYK,2,32,2021,Villanova,2019-20,2020-21,56,56,7.8,112,97,4.6,3.3,.167,3.8,2.6,6.4,20.5,8.9,22.4,15.7,12.3,1.9,1.9,14.3,21.3,F,Villanova,jeremiah-robinson-earl-1
418,Kezie Okpala,719,1.8,1.7,0.2,1.5,15.0,4.4,12.7,.520,.211,.474,PHO,2,32,2019,Stanford,2017-18,2018-19,52,50,3.8,100,103,1.6,2.2,.095,0.2,1.5,1.7,15.0,4.4,12.7,8.7,12.4,1.8,1.7,16.8,25.2,F,Stanford,kezie-okpala-1
419,Olivier-Maxence Prosper,716,1.9,0.7,1.5,1.0,15.5,6.1,12.8,.581,.378,.538,SAC,1,24,2023,Marquette,2020-21,2022-23,90,63,6.3,113,102,3.7,2.6,.130,1.5,1.0,2.5,15.5,6.1,12.8,9.6,5.5,1.9,0.7,12.4,18.8,G,ClemsonMarquette,olivier-maxence-prosper-1
420,Chuma Okeke,711,2.8,4.9,5.9,3.4,22.1,10.5,17.8,.584,.424,.564,ORL,1,16,2019,Auburn,2017-18,2018-19,72,38,8.5,121,97,5.0,3.5,.184,5.9,3.4,9.3,22.1,10.5,17.8,14.0,11.3,2.8,4.9,13.3,18.5,F,Auburn,chuma-okeke-1
421,Semi Ojeleye,711,1.0,1.7,7.6,1.2,25.5,8.4,15.1,.618,.421,.567,BOS,2,37,2017,SMU,2013-14,2016-17,58,35,8.3,131,98,5.8,2.5,.248,7.6,1.2,8.7,25.5,8.4,15.1,11.9,8.7,1.0,1.7,8.7,24.9,F,DukeSMU,semi-ojeleye-1
422,Kel'el Ware,710,1.2,7.3,5.0,3.0,23.8,7.7,24.5,.590,.187,.570,MIA,1,15,2024,Indiana,2022-23,2023-24,65,34,6.5,117,100,3.7,2.7,.170,5.0,3.0,8.0,23.8,7.7,24.5,16.5,8.8,1.2,7.3,10.9,22.9,C,IndianaOregon,kelel-ware-1
423,Cooper Flagg,709,2.8,4.9,9.7,6.7,30.4,5.5,21.2,.593,.272,.533,DAL,1,1,2025,Duke,2024-25,2024-25,37,37,8.4,126,89,5.1,3.3,.296,9.7,6.7,16.3,30.4,5.5,21.2,14.1,26.8,2.8,4.9,11.5,30.9,F,Duke,cooper-flagg-1
424,P.J. Hairston,707,2.5,1.5,6.6,2.2,22.2,7.5,12.2,.544,.642,.500,MIA,1,26,2014,North Carolina,2011-12,2012-13,71,14,6.3,117,98,4.3,2.0,.195,6.6,2.2,8.9,22.2,7.5,12.2,9.7,10.5,2.5,1.5,9.2,25.8,G,North Carolina,pj-hairston-1
425,Jordan Poole,705,2.2,0.9,3.1,4.1,16.9,0.8,10.2,.576,.572,.540,GSW,1,28,2019,Michigan,2017-18,2018-19,75,37,6.9,110,94,3.1,3.7,.162,3.1,4.1,7.2,16.9,0.8,10.2,5.6,11.9,2.2,0.9,11.8,22.2,G,Michigan,jordan-poole-1
426,Deandre Ayton,704,1.0,6.1,8.6,2.4,32.6,13.5,28.2,.650,.078,.625,PHO,1,1,2018,Arizona,2017-18,2017-18,35,35,7.6,130,99,5.5,2.1,.259,8.6,2.4,11.0,32.6,13.5,28.2,21.4,10.2,1.0,6.1,11.3,26.6,F,Arizona,deandre-ayton-1
427,Brandon Miller,696,1.5,2.4,7.8,4.3,23.4,6.7,17.7,.583,.535,.533,CHA,1,2,2023,Alabama,2022-23,2022-23,37,37,7.0,120,92,4.1,2.9,.230,7.8,4.3,12.0,23.4,6.7,17.7,12.6,12.9,1.5,2.4,12.0,26.2,F,Alabama,brandon-miller-3
428,Marvin Bagley III,694,1.4,2.6,8.8,2.0,30.6,13.8,21.5,.643,.132,.640,SAC,1,2,2018,Duke,2017-18,2017-18,33,32,6.9,128,97,4.8,2.1,.248,8.8,2.0,10.8,30.6,13.8,21.5,17.9,8.8,1.4,2.6,12.2,26.3,F,Duke,marvin-bagleyiii-1
429,Dion Waiters,690,4.4,1.3,4.4,4.6,23.3,2.5,8.5,.551,.362,.516,CLE,1,4,2012,Syracuse,2010-11,2011-12,71,0,7.1,116,95,4.4,2.7,.198,4.4,4.6,8.9,23.3,2.5,8.5,5.5,19.7,4.4,1.3,11.1,25.0,G,Syracuse,dion-waiters-1
430,Jabari Walker,681,1.6,2.9,4.2,2.2,24.1,9.6,28.3,.589,.308,.541,POR,2,57,2022,Colorado,2020-21,2021-22,59,33,6.5,112,93,3.7,2.8,.201,4.2,2.2,6.4,24.1,9.6,28.3,19.3,9.3,1.6,2.9,15.2,27.1,F,Colorado,jabari-walker-1
431,Robert Williams,680,1.7,10.5,4.6,5.0,26.5,11.9,24.0,.590,.060,.593,BOS,1,27,2018,Texas A&M,2016-17,2017-18,61,40,7.2,114,93,3.5,3.6,.182,4.6,5.0,9.6,26.5,11.9,24.0,18.2,11.4,1.7,10.5,15.5,21.4,F,Texas A&M,robert-williams-3
432,Aaron Nesmith,675,1.7,2.2,4.5,1.1,19.8,3.6,16.1,.598,.585,.561,BOS,1,14,2020,Vanderbilt,2018-19,2019-20,46,33,5.0,115,105,3.6,1.4,.140,4.5,1.1,5.6,19.8,3.6,16.1,9.8,9.4,1.7,2.2,11.7,22.7,F,Vanderbilt,aaron-nesmith-1
433,D'Angelo Russell,675,2.8,1.1,8.6,3.3,26.6,3.6,15.4,.573,.449,.541,LAL,1,2,2015,Ohio State,2014-15,2014-15,35,34,6.8,116,95,4.4,2.4,.229,8.6,3.3,11.9,26.6,3.6,15.4,9.8,30.1,2.8,1.1,14.8,30.2,G,Ohio State,dangelo-russell-1
434,Immanuel Quickley,675,1.5,0.3,3.5,2.4,16.4,1.4,11.2,.578,.484,.499,OKC,1,25,2020,Kentucky,2018-19,2019-20,67,27,6.7,118,100,4.3,2.4,.160,3.5,2.4,5.8,16.4,1.4,11.2,6.7,11.3,1.5,0.3,12.2,20.3,G,Kentucky,immanuel-quickley-1
435,Bernard James,671,1.9,11.2,3.6,4.9,24.3,12.9,20.1,.613,.000,.627,CLE,2,33,2012,Florida State,2010-11,2011-12,69,57,7.9,111,87,3.5,4.5,.187,3.6,4.9,8.5,24.3,12.9,20.1,16.6,3.1,1.9,11.2,18.3,19.7,F,Florida State,bernard-james--1
436,Paolo Banchero,671,1.9,2.7,5.4,2.3,24.2,6.4,19.1,.557,.253,.520,ORL,1,1,2022,Duke,2021-22,2021-22,39,39,6.1,114,98,4.0,2.2,.191,5.4,2.3,7.7,24.2,6.4,19.1,13.2,17.5,1.9,2.7,13.3,27.5,F,Duke,paolo-banchero-1
437,Jabari Parker,670,2.1,4.0,6.6,1.0,28.4,11.4,23.1,.558,.212,.511,MIL,1,2,2014,Duke,2013-14,2013-14,35,35,5.5,115,99,3.6,1.9,.205,6.6,1.0,7.6,28.4,11.4,23.1,17.1,8.6,2.1,4.0,11.9,32.7,F,Duke,jabari-parker-1
438,Christian Koloko,666,1.7,10.2,3.6,4.8,24.3,13.1,17.9,.611,.011,.590,TOR,2,33,2022,Arizona,2019-20,2021-22,91,56,8.7,123,90,4.8,3.9,.215,3.6,4.8,8.4,24.3,13.1,17.9,15.7,7.2,1.7,10.2,12.9,18.6,C,Arizona,christian-koloko-1
439,Darius Morris,666,1.8,0.3,4.5,1.8,17.0,2.8,9.4,.526,.191,.491,LAL,2,41,2011,Michigan,2009-10,2010-11,67,53,6.2,106,103,3.8,2.4,.125,4.5,1.8,6.3,17.0,2.8,9.4,6.1,35.4,1.8,0.3,19.6,22.3,G,Michigan,darius-morris-1
440,Adem Bona,664,2.1,8.9,1.5,4.8,22.0,10.1,17.0,.634,.002,.621,PHI,2,41,2024,UCLA,2022-23,2023-24,66,65,7.3,114,93,3.5,3.8,.179,1.5,4.8,6.3,22.0,10.1,17.0,13.5,8.9,2.1,8.9,19.4,20.8,F,UCLA,adem-bona-1
441,Edmond Sumner,663,2.5,1.7,3.3,3.5,18.2,2.2,12.5,.536,.272,.468,NOH,2,52,2017,Xavier,2014-15,2016-17,58,49,5.5,109,101,3.1,2.4,.143,3.3,3.5,6.8,18.2,2.2,12.5,7.4,27.4,2.5,1.7,17.1,23.5,G,Xavier,edmond-sumner-1
442,Jaylen Clark,662,4.0,1.3,4.0,5.0,21.4,9.2,16.3,.546,.221,.524,MIN,2,53,2023,UCLA,2020-21,2022-23,90,35,8.4,117,91,4.3,4.2,.197,4.0,5.0,9.0,21.4,9.2,16.3,12.7,10.1,4.0,1.3,10.2,20.2,G,UCLA,jaylen-clark-1
443,Franz Wagner,661,2.3,2.5,4.4,5.0,19.5,3.2,18.3,.577,.459,.539,ORL,1,8,2021,Michigan,2019-20,2020-21,55,55,7.5,115,94,4.0,3.4,.174,4.4,5.0,9.4,19.5,3.2,18.3,11.2,11.8,2.3,2.5,11.7,19.7,G,Michigan,franz-wagner-1
444,Brandin Podziemski,658,2.7,1.3,7.4,2.7,25.6,5.5,21.5,.599,.413,.568,GSW,1,19,2023,Santa Clara,2021-22,2022-23,48,32,6.4,121,99,4.3,2.1,.209,7.4,2.7,10.0,25.6,5.5,21.5,13.6,20.1,2.7,1.3,12.3,25.1,G,IllinoisSanta Clara,brandin-podziemski-1
445,Tre Johnson,658,1.6,1.0,6.5,1.2,19.7,1.1,9.0,.557,.427,.511,WAS,1,6,2025,Texas,2024-25,2024-25,33,33,4.2,115,110,3.0,1.1,.145,6.5,1.2,7.7,19.7,1.1,9.0,5.2,16.5,1.6,1.0,9.2,29.1,G,Texas,tre-johnson-2
446,Brandon Knight,657,1.1,0.6,4.5,0.9,19.3,2.2,10.2,.553,.450,.508,DET,1,8,2011,Kentucky,2010-11,2010-11,38,38,5.3,110,101,3.6,1.8,.157,4.5,0.9,5.5,19.3,2.2,10.2,6.3,23.4,1.1,0.6,16.8,27.0,G,Kentucky,brandon-knight-1
447,Jahlil Okafor,657,1.5,4.5,7.7,2.7,30.7,14.8,18.2,.641,.000,.664,PHI,1,3,2015,Duke,2014-15,2014-15,38,38,6.7,120,95,4.5,2.2,.235,7.7,2.7,10.4,30.7,14.8,18.2,16.6,9.4,1.5,4.5,15.6,27.6,C,Duke,jahlil-okafor-1
448,Miles Plumlee,650,1.7,3.7,2.5,2.5,18.5,13.8,21.7,.575,.002,.559,IND,1,26,2012,Duke,2008-09,2011-12,135,58,9.1,114,92,4.1,5.0,.170,2.5,2.5,5.0,18.5,13.8,21.7,17.3,3.9,1.7,3.7,19.6,16.2,F,Duke,miles-plumlee-1
449,James Bouknight,645,1.9,0.9,4.9,1.6,21.2,6.2,12.8,.554,.296,.503,CHA,1,11,2021,Connecticut,2019-20,2020-21,43,30,5.2,111,98,3.3,1.9,.173,4.9,1.6,6.5,21.2,6.2,12.8,9.4,12.0,1.9,0.9,13.6,27.8,G,Connecticut,james-bouknight-1
450,Adou Thiero,634,2.7,3.8,3.8,3.6,20.8,8.1,15.7,.588,.179,.540,NJN,2,36,2025,Arkansas,2022-23,2024-25,72,45,6.1,120,102,3.7,2.4,.167,3.8,3.6,7.4,20.8,8.1,15.7,12.1,10.8,2.7,3.8,12.4,20.7,G,ArkansasKentucky,adou-thiero-1
451,Ben Simmons,632,3.1,2.5,7.0,3.3,29.0,9.6,26.8,.600,.008,.561,PHI,1,1,2016,Louisiana State,2015-16,2015-16,33,32,6.0,117,98,3.9,2.1,.207,7.0,3.3,10.3,29.0,9.6,26.8,18.2,27.4,3.1,2.5,17.4,26.4,F,Louisiana State,ben-simmons-1
452,Collin Sexton,632,1.6,0.3,5.8,1.1,23.5,4.1,9.8,.567,.299,.498,CLE,1,8,2018,Alabama,2017-18,2017-18,33,32,4.4,113,105,3.2,1.2,.177,5.8,1.1,6.9,23.5,4.1,9.8,7.0,27.8,1.6,0.3,14.2,32.9,G,Alabama,collin-sexton-1
453,Brandon Ingram,624,1.9,3.6,6.0,2.0,22.5,6.0,15.5,.552,.403,.525,LAL,1,2,2016,Duke,2015-16,2015-16,36,34,4.9,115,104,3.4,1.5,.157,6.0,2.0,8.0,22.5,6.0,15.5,10.8,11.4,1.9,3.6,11.3,25.5,G,Duke,brandon-ingram-1
454,Kadeem Allen,617,2.8,2.6,2.1,5.0,16.5,1.4,13.2,.560,.277,.514,BOS,2,53,2017,Arizona,2015-16,2016-17,68,61,6.7,110,96,3.0,3.7,.144,2.1,5.0,7.1,16.5,1.4,13.2,7.7,21.3,2.8,2.6,19.4,18.5,G,Arizona,kadeem-allen-1
455,Derrick White,615,2.2,4.9,9.0,3.4,27.3,3.5,10.5,.627,.356,.578,SAS,1,29,2017,Colorado,2016-17,2016-17,34,32,5.9,125,104,4.5,1.4,.211,9.0,3.4,12.4,27.3,3.5,10.5,7.0,28.6,2.2,4.9,14.2,25.3,G,Colorado,derrick-white-1
456,Raiquan Gray,611,3.1,3.1,1.2,4.2,17.1,6.5,17.8,.535,.217,.486,NJN,2,59,2021,Florida State,2018-19,2020-21,90,52,5.8,103,93,2.4,3.5,.141,1.2,4.2,5.4,17.1,6.5,17.8,12.4,13.6,3.1,3.1,19.6,21.1,F,Florida State,raiquan-gray-1
457,Anthony Edwards,610,2.3,1.7,4.8,0.7,20.8,2.5,14.8,.520,.485,.473,MIN,1,1,2020,Georgia,2019-20,2019-20,32,32,3.6,106,104,2.5,1.1,.136,4.8,0.7,5.5,20.8,2.5,14.8,8.7,17.9,2.3,1.7,12.9,30.4,G,Georgia,anthony-edwards-2
458,Tyler Honeycutt,608,2.2,5.2,3.6,3.5,17.5,6.9,18.6,.528,.366,.497,SAC,2,35,2011,UCLA,2009-10,2010-11,59,51,5.2,100,97,1.9,3.2,.111,3.6,3.5,7.1,17.5,6.9,18.6,13.0,17.7,2.2,5.2,22.1,20.4,F,UCLA,tyler-honeycutt-1
459,Bruce Brown,607,2.7,2.2,3.0,4.1,19.0,5.2,17.1,.532,.323,.493,DET,2,42,2018,Miami (FL),2016-17,2017-18,52,48,6.3,110,98,3.2,3.2,.150,3.0,4.1,7.1,19.0,5.2,17.1,11.2,20.9,2.7,2.2,16.2,21.0,G,Miami (FL),bruce-brown-2
460,Mark Williams,602,1.5,10.9,7.3,4.5,32.3,13.6,20.9,.703,.003,.704,CHA,1,15,2022,Duke,2020-21,2021-22,62,54,8.1,137,94,5.5,2.6,.256,7.3,4.5,11.8,32.3,13.6,20.9,17.4,7.8,1.5,10.9,11.6,19.2,C,Duke,mark-williams-7
461,De'Aaron Fox,601,2.7,0.7,4.3,3.9,22.7,2.1,12.2,.549,.154,.498,SAC,1,5,2017,Kentucky,2016-17,2016-17,36,34,5.1,114,97,3.1,2.1,.192,4.3,3.9,8.2,22.7,2.1,12.2,7.2,28.6,2.7,0.7,13.7,27.5,G,Kentucky,deaaron-fox-1
462,Julius Randle,599,1.0,2.6,5.4,2.1,24.5,13.3,24.7,.567,.046,.505,LAL,1,7,2014,Kentucky,2013-14,2013-14,40,40,5.9,116,98,3.5,2.4,.191,5.4,2.1,7.5,24.5,13.3,24.7,19.2,10.0,1.0,2.6,16.1,25.4,F,Kentucky,julius-randle-1
463,Andrew Wiggins,597,2.1,3.1,5.7,2.6,21.4,8.4,12.3,.563,.299,.499,CLE,1,1,2014,Kansas,2013-14,2013-14,35,35,4.9,116,103,3.2,1.7,.170,5.7,2.6,8.3,21.4,8.4,12.3,10.4,9.2,2.1,3.1,13.1,26.3,G,Kansas,andrew-wiggins-1
464,Derik Queen,594,2.0,3.8,5.1,4.2,24.7,9.0,24.6,.591,.088,.535,ATL,1,13,2025,Maryland,2024-25,2024-25,36,36,5.9,117,92,3.1,2.8,.216,5.1,4.2,9.2,24.7,9.0,24.6,16.9,11.6,2.0,3.8,14.5,26.6,C,Maryland,derik-queen-1
465,Ben McLemore,589,1.8,2.2,7.2,3.4,23.2,5.0,13.2,.633,.435,.586,SAC,1,7,2013,Kansas,2012-13,2012-13,37,36,6.5,121,94,4.2,2.3,.217,7.2,3.4,10.5,23.2,5.0,13.2,9.4,12.6,1.8,2.2,14.2,23.2,G,Kansas,ben-mclemore-1
466,Alex Len,583,0.5,8.6,2.2,3.2,22.1,11.8,21.2,.569,.022,.539,PHO,1,5,2013,Maryland,2011-12,2012-13,60,48,6.1,112,96,3.5,2.6,.165,2.2,3.2,5.5,22.1,11.8,21.2,16.5,7.2,0.5,8.6,15.4,20.7,C,Maryland,alex-len-1
467,Jeremiah Fears,581,3.1,0.5,4.2,1.7,20.7,3.1,13.0,.562,.323,.480,NOH,1,7,2025,Oklahoma,2024-25,2024-25,34,31,3.4,108,107,2.1,1.2,.132,4.2,1.7,5.9,20.7,3.1,13.0,8.3,28.6,3.1,0.5,18.3,31.5,G,Oklahoma,jeremiah-fears-1
468,Dennis Smith Jr.,580,3.1,1.2,5.4,1.1,23.1,2.7,11.5,.563,.364,.520,DAL,1,9,2017,NC State,2016-17,2016-17,32,32,4.0,112,109,3.1,0.9,.142,5.4,1.1,6.5,23.1,2.7,11.5,7.3,34.2,3.1,1.2,17.3,27.2,G,NC State,dennis-smithjr-1
469,Jahmai Mashack,579,3.8,2.2,0.5,6.3,13.6,7.3,9.9,.527,.295,.490,HOU,2,59,2025,Tennessee,2021-22,2024-25,137,59,8.7,111,95,3.0,5.7,.140,0.5,6.3,6.7,13.6,7.3,9.9,8.6,11.8,3.8,2.2,16.9,13.5,G,Tennessee,jahmai-mashack-1
470,Markelle Fultz,579,2.5,3.1,7.7,1.7,28.0,4.0,13.9,.558,.287,.535,PHI,1,1,2017,Washington,2016-17,2016-17,25,25,3.9,116,111,3.3,0.6,.173,7.7,1.7,9.4,28.0,4.0,13.9,8.9,35.5,2.5,3.1,13.4,31.4,G,Washington,markelle-fultz-1
471,DeAndre Liggins,576,2.4,2.1,1.4,4.5,14.0,2.8,11.6,.505,.392,.472,ORL,2,53,2011,Kentucky,2008-09,2010-11,100,29,6.3,110,96,2.5,3.8,.114,1.4,4.5,5.9,14.0,2.8,11.6,7.6,17.0,2.4,2.1,20.5,16.4,G,Kentucky,deandre-liggins-1
472,Jabari Smith,576,2.1,3.8,7.4,3.8,25.1,3.5,23.5,.570,.440,.521,HOU,1,3,2022,Auburn,2021-22,2021-22,34,34,5.6,117,91,3.2,2.3,.227,7.4,3.8,11.1,25.1,3.5,23.5,13.6,14.0,2.1,3.8,11.1,27.6,F,Auburn,jabari-smith-2
473,Kevin Knox,576,1.5,1.0,3.3,1.8,17.0,3.3,14.5,.556,.380,.510,NYK,1,9,2018,Kentucky,2017-18,2017-18,37,37,4.0,109,103,2.3,1.7,.133,3.3,1.8,5.1,17.0,3.3,14.5,9.3,8.7,1.5,1.0,14.1,24.6,F,Kentucky,kevin-knox-1
474,Lauri Markkanen,576,0.8,1.8,7.9,1.5,25.0,10.0,17.5,.635,.434,.584,MIN,1,7,2017,Arizona,2016-17,2016-17,37,37,6.7,134,100,4.8,1.8,.235,7.9,1.5,9.4,25.0,10.0,17.5,14.0,5.6,0.8,1.8,8.1,22.5,F,Arizona,lauri-markkanen-1
475,Tyrese Haliburton,574,3.2,2.5,5.8,4.1,20.3,3.5,10.8,.645,.577,.631,SAC,1,12,2020,Iowa State,2018-19,2019-20,57,56,8.1,128,102,5.4,2.7,.164,5.8,4.1,9.9,20.3,3.5,10.8,7.2,24.7,3.2,2.5,16.7,13.6,G,Iowa State,tyrese-haliburton-1
476,James Young,573,1.4,0.6,4.2,1.9,16.6,3.7,11.0,.536,.522,.498,BOS,1,17,2014,Kentucky,2013-14,2013-14,40,39,4.7,115,104,3.0,1.7,.145,4.2,1.9,6.1,16.6,3.7,11.0,7.5,10.8,1.4,0.6,12.3,23.4,G,Kentucky,james-young-1
477,Josh Jackson,572,3.1,3.5,5.7,4.2,24.2,8.7,17.5,.559,.210,.552,PHO,1,4,2017,Kansas,2016-17,2016-17,35,35,4.9,111,96,2.7,2.2,.180,5.7,4.2,9.9,24.2,8.7,17.5,13.3,18.2,3.1,3.5,15.9,27.2,G,Kansas,josh-jackson-2
478,TJ Leaf,569,1.1,3.5,6.5,2.1,26.6,9.0,19.7,.660,.152,.652,IND,1,18,2017,UCLA,2016-17,2016-17,35,35,5.8,131,101,4.2,1.6,.220,6.5,2.1,8.6,26.6,9.0,19.7,14.9,13.2,1.1,3.5,10.8,22.0,F,UCLA,tj-leaf-1
479,Anthony Davis,567,2.5,13.7,9.1,8.1,35.1,11.6,25.6,.654,.059,.628,NOH,1,1,2012,Kentucky,2011-12,2011-12,40,40,9.9,139,81,5.9,4.1,.310,9.1,8.1,17.2,35.1,11.6,25.6,19.0,7.5,2.5,13.7,8.6,18.8,F,Kentucky,anthony-davis-5
480,Anthony Bennett,564,1.5,4.6,6.1,2.5,28.3,10.3,24.0,.609,.253,.580,CLE,1,1,2013,UNLV,2012-13,2012-13,35,31,5.7,118,90,3.5,2.2,.238,6.1,2.5,8.6,28.3,10.3,24.0,17.1,8.8,1.5,4.6,12.3,27.5,F,UNLV,anthony-bennett-1
481,Dylan Harper,564,2.6,1.9,7.0,2.1,24.6,2.6,13.5,.587,.374,.546,SAS,1,2,2025,Rutgers,2024-25,2024-25,29,28,3.9,118,110,3.0,0.9,.166,7.0,2.1,9.2,24.6,2.6,13.5,8.0,27.1,2.6,1.9,12.7,29.0,G,Rutgers,dylan-harper-1
482,Kon Knueppel,563,2.0,0.6,6.9,3.9,21.3,4.3,10.3,.642,.548,.590,CHA,1,4,2025,Duke,2024-25,2024-25,39,39,6.9,134,99,4.5,2.4,.232,6.9,3.9,10.8,21.3,4.3,10.3,7.6,15.7,2.0,0.6,10.8,21.4,G,Duke,kon-knueppel-1
